Timestamp,Model,Batch_Size,First_ID,Last_ID,Reason
2026-05-30 11:33:37,grok-3,3,row_246,row_248,Failed after max retries
2026-05-30 11:33:53,grok-3-mini,3,row_246,row_248,Failed after max retries
2026-05-30 11:34:45,grok-3,3,row_249,row_251,Failed after max retries
2026-05-30 11:35:00,grok-3-mini,3,row_249,row_251,Failed after max retries
2026-05-30 11:35:57,grok-3,3,row_252,row_254,Failed after max retries
2026-05-30 11:36:12,grok-3-mini,3,row_252,row_254,Failed after max retries
2026-05-30 11:37:04,grok-3,3,row_255,row_257,Failed after max retries
2026-05-30 11:37:19,grok-3-mini,3,row_255,row_257,Failed after max retries
2026-05-30 11:38:10,grok-3,3,row_258,row_260,Failed after max retries
2026-05-30 11:38:25,grok-3-mini,3,row_258,row_260,Failed after max retries
2026-05-30 11:39:17,grok-3,3,row_261,row_263,Failed after max retries
2026-05-30 11:39:32,grok-3-mini,3,row_261,row_263,Failed after max retries
2026-05-30 11:40:24,grok-3,3,row_264,row_266,Failed after max retries
2026-05-30 11:40:39,grok-3-mini,3,row_264,row_266,Failed after max retries
2026-05-30 11:41:31,grok-3,3,row_267,row_269,Failed after max retries
2026-05-30 11:41:46,grok-3-mini,3,row_267,row_269,Failed after max retries
2026-05-30 11:42:38,grok-3,3,row_270,row_272,Failed after max retries
2026-05-30 11:42:53,grok-3-mini,3,row_270,row_272,Failed after max retries
2026-05-30 11:43:45,grok-3,3,row_273,row_275,Failed after max retries
2026-05-30 11:44:00,grok-3-mini,3,row_273,row_275,Failed after max retries
2026-05-30 11:44:55,grok-3,3,row_276,row_278,Failed after max retries
2026-05-30 11:45:10,grok-3-mini,3,row_276,row_278,Failed after max retries
2026-05-30 11:46:01,grok-3,3,row_279,row_281,Failed after max retries
2026-05-30 11:46:16,grok-3-mini,3,row_279,row_281,Failed after max retries
2026-05-30 11:47:09,grok-3,3,row_282,row_284,Failed after max retries
2026-05-30 11:47:24,grok-3-mini,3,row_282,row_284,Failed after max retries
2026-05-30 11:48:18,grok-3,3,row_285,row_287,Failed after max retries
2026-05-30 11:48:34,grok-3-mini,3,row_285,row_287,Failed after max retries
2026-05-30 11:49:26,grok-3,3,row_288,row_290,Failed after max retries
2026-05-30 11:49:41,grok-3-mini,3,row_288,row_290,Failed after max retries
2026-05-30 11:50:33,grok-3,3,row_291,row_293,Failed after max retries
2026-05-30 11:50:48,grok-3-mini,3,row_291,row_293,Failed after max retries
2026-05-30 11:53:18,gpt-4o,3,row_294,row_296,Failed after max retries
2026-05-30 11:56:06,Llama-3.3-70B-Instruct,3,row_294,row_296,Failed after max retries
2026-05-30 11:56:32,grok-3,3,row_294,row_296,Failed after max retries
2026-05-30 11:56:47,grok-3-mini,3,row_294,row_296,Failed after max retries
2026-05-30 11:58:32,gpt-4o,3,row_297,row_299,Failed after max retries
2026-05-30 12:00:27,gpt-4.1,3,row_297,row_299,Failed after max retries
2026-05-30 12:02:57,gpt-4.1-mini,3,row_297,row_299,Failed after max retries
2026-05-30 12:05:27,Llama-3.3-70B-Instruct,3,row_297,row_299,Failed after max retries
2026-05-30 12:07:57,Ministral-3B,3,row_297,row_299,Failed after max retries
2026-05-30 12:10:27,grok-3,3,row_297,row_299,Failed after max retries
2026-05-30 12:12:57,grok-3-mini,3,row_297,row_299,Failed after max retries
2026-05-30 13:12:01,Ministral-3B,3,row_141,row_143,Failed after max retries
2026-05-30 13:12:16,grok-3,3,row_141,row_143,Failed after max retries
2026-05-30 13:12:32,grok-3,3,row_147,row_149,Failed after max retries
2026-05-30 13:12:47,grok-3,3,row_162,row_164,Failed after max retries
2026-05-30 13:13:02,grok-3,3,row_180,row_182,Failed after max retries
2026-05-30 13:13:18,grok-3,3,row_186,row_188,Failed after max retries
2026-05-30 13:13:33,grok-3,3,row_204,row_206,Failed after max retries
2026-05-30 13:13:49,grok-3-mini,3,row_204,row_206,Failed after max retries
2026-05-30 13:14:11,gpt-4o,3,row_207,row_209,Failed after max retries
2026-05-30 13:14:39,gpt-4o-mini,3,row_207,row_209,Failed after max retries
2026-05-30 13:15:09,Llama-3.3-70B-Instruct,3,row_207,row_209,Failed after max retries
2026-05-30 13:15:50,Ministral-3B,3,row_207,row_209,Failed after max retries
2026-05-30 13:16:06,grok-3-mini,3,row_207,row_209,Failed after max retries
2026-05-30 13:16:21,grok-3-mini,3,row_210,row_212,Failed after max retries
2026-05-30 13:16:37,grok-3,3,row_213,row_215,Failed after max retries
2026-05-30 13:16:52,grok-3-mini,3,row_213,row_215,Failed after max retries
2026-05-30 13:17:07,grok-3,3,row_216,row_218,Failed after max retries
2026-05-30 13:17:22,grok-3-mini,3,row_216,row_218,Failed after max retries
2026-05-30 13:17:37,grok-3,3,row_219,row_221,Failed after max retries
2026-05-30 13:17:52,grok-3-mini,3,row_219,row_221,Failed after max retries
2026-05-30 13:18:07,grok-3,3,row_222,row_224,Failed after max retries
2026-05-30 13:18:23,grok-3-mini,3,row_222,row_224,Failed after max retries
2026-05-30 13:18:39,grok-3,3,row_225,row_227,Failed after max retries
2026-05-30 13:18:54,grok-3-mini,3,row_225,row_227,Failed after max retries
2026-05-30 13:19:09,grok-3,3,row_228,row_230,Failed after max retries
2026-05-30 13:19:24,grok-3-mini,3,row_228,row_230,Failed after max retries
2026-05-30 13:19:39,grok-3,3,row_231,row_233,Failed after max retries
2026-05-30 13:19:54,grok-3-mini,3,row_231,row_233,Failed after max retries
2026-05-30 13:20:09,grok-3,3,row_234,row_236,Failed after max retries
2026-05-30 13:20:25,grok-3-mini,3,row_234,row_236,Failed after max retries
2026-05-30 13:20:40,grok-3,3,row_237,row_239,Failed after max retries
2026-05-30 13:20:55,grok-3-mini,3,row_237,row_239,Failed after max retries
2026-05-30 13:21:10,grok-3,3,row_240,row_242,Failed after max retries
2026-05-30 13:21:26,grok-3-mini,3,row_240,row_242,Failed after max retries
2026-05-30 13:21:41,grok-3,3,row_243,row_245,Failed after max retries
2026-05-30 13:21:56,grok-3-mini,3,row_243,row_245,Failed after max retries
2026-05-30 13:22:11,grok-3,3,row_246,row_248,Failed after max retries
2026-05-30 13:22:27,grok-3-mini,3,row_246,row_248,Failed after max retries
2026-05-30 13:22:42,grok-3,3,row_249,row_251,Failed after max retries
2026-05-30 13:22:57,grok-3-mini,3,row_249,row_251,Failed after max retries
2026-05-30 13:23:13,grok-3,3,row_252,row_254,Failed after max retries
2026-05-30 13:23:28,grok-3-mini,3,row_252,row_254,Failed after max retries
2026-05-30 13:23:43,grok-3,3,row_255,row_257,Failed after max retries
2026-05-30 13:23:58,grok-3-mini,3,row_255,row_257,Failed after max retries
2026-05-30 13:24:13,grok-3,3,row_258,row_260,Failed after max retries
2026-05-30 13:24:29,grok-3-mini,3,row_258,row_260,Failed after max retries
2026-05-30 13:24:44,grok-3,3,row_261,row_263,Failed after max retries
2026-05-30 13:24:59,grok-3-mini,3,row_261,row_263,Failed after max retries
2026-05-30 13:25:14,grok-3,3,row_264,row_266,Failed after max retries
2026-05-30 13:25:30,grok-3-mini,3,row_264,row_266,Failed after max retries
2026-05-30 18:25:12,Ministral-3B,3,row_141,row_143,Failed after max retries
2026-05-30 18:25:27,grok-3,3,row_141,row_143,Failed after max retries
2026-05-30 18:25:43,grok-3,3,row_147,row_149,Failed after max retries
2026-05-30 18:25:58,grok-3,3,row_162,row_164,Failed after max retries
2026-05-30 18:26:13,grok-3,3,row_180,row_182,Failed after max retries
2026-05-30 18:26:28,grok-3,3,row_186,row_188,Failed after max retries
2026-05-30 18:26:44,grok-3,3,row_204,row_206,Failed after max retries
2026-05-30 18:26:59,grok-3-mini,3,row_204,row_206,Failed after max retries
2026-05-30 18:29:29,gpt-4o,3,row_207,row_209,Failed after max retries
2026-05-30 18:29:57,gpt-4o-mini,3,row_207,row_209,Failed after max retries
2026-05-30 18:32:27,Llama-3.3-70B-Instruct,3,row_207,row_209,Failed after max retries
2026-05-30 18:32:59,Ministral-3B,3,row_207,row_209,Failed after max retries
2026-05-30 18:33:14,grok-3-mini,3,row_207,row_209,Failed after max retries
2026-05-30 18:33:29,grok-3-mini,3,row_210,row_212,Failed after max retries
2026-05-30 18:33:45,grok-3,3,row_213,row_215,Failed after max retries
2026-05-30 18:34:00,grok-3-mini,3,row_213,row_215,Failed after max retries
2026-05-30 18:34:15,grok-3,3,row_216,row_218,Failed after max retries
2026-05-30 18:34:30,grok-3-mini,3,row_216,row_218,Failed after max retries
2026-05-30 18:34:45,grok-3,3,row_219,row_221,Failed after max retries
2026-05-30 18:35:00,grok-3-mini,3,row_219,row_221,Failed after max retries
2026-05-30 18:35:15,grok-3,3,row_222,row_224,Failed after max retries
2026-05-30 18:35:30,grok-3-mini,3,row_222,row_224,Failed after max retries
2026-05-30 18:35:46,grok-3,3,row_225,row_227,Failed after max retries
2026-05-30 18:36:01,grok-3-mini,3,row_225,row_227,Failed after max retries
2026-05-30 18:36:16,grok-3,3,row_228,row_230,Failed after max retries
2026-05-30 18:36:31,grok-3-mini,3,row_228,row_230,Failed after max retries
2026-05-30 18:36:46,grok-3,3,row_231,row_233,Failed after max retries
2026-05-30 18:37:01,grok-3-mini,3,row_231,row_233,Failed after max retries
2026-05-30 18:37:16,grok-3,3,row_234,row_236,Failed after max retries
2026-05-30 18:37:31,grok-3-mini,3,row_234,row_236,Failed after max retries
2026-05-30 18:37:46,grok-3,3,row_237,row_239,Failed after max retries
2026-05-30 18:38:02,grok-3-mini,3,row_237,row_239,Failed after max retries
2026-05-30 18:38:17,grok-3,3,row_240,row_242,Failed after max retries
2026-05-30 18:38:32,grok-3-mini,3,row_240,row_242,Failed after max retries
2026-05-30 18:38:47,grok-3,3,row_243,row_245,Failed after max retries
2026-05-30 18:39:02,grok-3-mini,3,row_243,row_245,Failed after max retries
2026-05-30 18:39:17,grok-3,3,row_246,row_248,Failed after max retries
2026-05-30 18:39:32,grok-3-mini,3,row_246,row_248,Failed after max retries
2026-05-30 18:39:47,grok-3,3,row_249,row_251,Failed after max retries
2026-05-30 18:40:02,grok-3-mini,3,row_249,row_251,Failed after max retries
2026-05-30 18:40:18,grok-3,3,row_252,row_254,Failed after max retries
2026-05-30 18:40:33,grok-3-mini,3,row_252,row_254,Failed after max retries
2026-05-30 18:40:48,grok-3,3,row_255,row_257,Failed after max retries
2026-05-30 18:41:03,grok-3-mini,3,row_255,row_257,Failed after max retries
2026-05-30 18:41:18,grok-3,3,row_258,row_260,Failed after max retries
2026-05-30 18:41:33,grok-3-mini,3,row_258,row_260,Failed after max retries
2026-05-30 18:41:48,grok-3,3,row_261,row_263,Failed after max retries
2026-05-30 18:42:03,grok-3-mini,3,row_261,row_263,Failed after max retries
2026-05-30 18:42:19,grok-3,3,row_264,row_266,Failed after max retries
2026-05-30 18:42:34,grok-3-mini,3,row_264,row_266,Failed after max retries
2026-05-30 18:42:49,grok-3,3,row_267,row_269,Failed after max retries
2026-05-30 18:43:04,grok-3-mini,3,row_267,row_269,Failed after max retries
2026-05-30 18:43:19,grok-3,3,row_270,row_272,Failed after max retries
2026-05-30 18:43:34,grok-3-mini,3,row_270,row_272,Failed after max retries
2026-05-30 18:43:49,grok-3,3,row_273,row_275,Failed after max retries
2026-05-30 18:44:05,grok-3-mini,3,row_273,row_275,Failed after max retries
2026-05-30 18:44:20,grok-3,3,row_276,row_278,Failed after max retries
2026-05-30 18:44:35,grok-3-mini,3,row_276,row_278,Failed after max retries
2026-05-30 18:44:50,grok-3,3,row_279,row_281,Failed after max retries
2026-05-30 18:45:05,grok-3-mini,3,row_279,row_281,Failed after max retries
2026-05-30 18:45:20,grok-3,3,row_282,row_284,Failed after max retries
2026-05-30 18:45:35,grok-3-mini,3,row_282,row_284,Failed after max retries
2026-05-30 18:45:50,grok-3,3,row_285,row_287,Failed after max retries
2026-05-30 18:46:05,grok-3-mini,3,row_285,row_287,Failed after max retries
2026-05-30 18:46:21,grok-3,3,row_288,row_290,Failed after max retries
2026-05-30 18:46:36,grok-3-mini,3,row_288,row_290,Failed after max retries
2026-05-30 18:46:51,grok-3,3,row_291,row_293,Failed after max retries
2026-05-30 18:47:06,grok-3-mini,3,row_291,row_293,Failed after max retries
2026-05-30 18:48:51,gpt-4o,3,row_294,row_296,Failed after max retries
2026-05-30 18:51:21,Llama-3.3-70B-Instruct,3,row_294,row_296,Failed after max retries
2026-05-30 18:53:51,grok-3,3,row_294,row_296,Failed after max retries
2026-05-30 18:56:21,grok-3-mini,3,row_294,row_296,Failed after max retries
2026-05-30 18:58:51,gpt-4o,3,row_297,row_299,Failed after max retries
2026-05-30 19:01:21,gpt-4.1,3,row_297,row_299,Failed after max retries
2026-05-30 19:03:51,gpt-4.1-mini,3,row_297,row_299,Failed after max retries
2026-05-30 19:06:21,Llama-3.3-70B-Instruct,3,row_297,row_299,Failed after max retries
2026-05-30 19:08:51,Ministral-3B,3,row_297,row_299,Failed after max retries
2026-05-30 19:11:21,grok-3,3,row_297,row_299,Failed after max retries
2026-05-30 19:14:26,Ministral-3B,3,row_141,row_143,Failed after max retries
2026-05-30 19:14:41,grok-3,3,row_141,row_143,Failed after max retries
2026-05-31 00:00:17,Ministral-3B,3,row_141,row_143,Failed after max retries
2026-05-31 00:01:23,grok-3,3,row_141,row_143,Failed after max retries
2026-05-31 00:01:43,grok-3,3,row_147,row_149,Failed after max retries
2026-05-31 00:02:09,grok-3,3,row_162,row_164,Failed after max retries
