ID,Text,binary_label
row_81,سلام من چن روزیه این گوشی رو گرفتم! از لحاظ ظاهری و خوش دست بودن حرف نداره!! هر برنامه یا بازی سنگینی که خواستم رو روش نصب کردم و راحت اجرا شده! (Kombat - GTA - PES) دوربینشم خوبه! دوربین جلوش ۱۶ واقعی نیست ولی بازم خوب و راضی کنندس!! حسگر اثر انگشتش عالی و سریعه به نظرمن اگه میخواین توی این قیمت گوشی بخرین، شک نکنید که این بهترینه ,1
row_82,وای خیلی باحال بود .داستان از زبان یه روح بود که برادرش تو کودکی کشتش .روایت داستان عالی بود.کاش معلوم میشد گلنار چی شد؟,1
row_83,"من این کتاب رو نخوندم اما ازمن به شما نصیحت که برای پایداری دنبال کتاب و رفتار نباشید همه ما خوب بودن رو بلدیم همه ی ما خیانت نکردن رو بلدیم،دروغ نگفتن رو بلدیم،.کسی که مارو بخواد دنبال بهونه نیست و در هرصورت دستو پا میزنه برای نجات رابطه ....
کتاب های بهتری از عشق وجود دارن که خواندنشون لازم و اجباریه....",0
row_84,کیفیت پایین و به خاطر پنجشنبه بودن میپذیرم اما ولی در این حد؟!!!!,0
row_85,یک ساعت و چهل دقیقه زمان برد،،، یکم غذا سرد شده بود در نتیجه یکم کره روی جوجه به دلیل سرد شدن بدمزه‌اش کرده بود، خیلی عالی نبود، ولی در کل برنج خوب بود،،، گوجه فلفل سبزی عالی بود،، کوبیده معمولی،، جوجه هم خوب بود (گرمش کردیم),1
row_86,به نظر من کمپانيApple براي اينکه بتواند مثل هميشه برترين باشد بايد يه تغيير اساسي در شکل و ظاهر گوشي خود ببخشه چون اين شکل گوشي شايد زيبا باشه اما ديگه تکراري شده .,0
row_87,خیلی عالی بود …. اگر رستوران فلورانس شعبه گیشا-پارک گفتگو هم به زودفود اضافه کنید خیلی عالی میشه بازم ممنون,1
row_88,سرعت عکس برداری و فیلم برداری هم فوق‌العاده است.,1
row_89,عدم وجود قابليت full HD .,0
row_90,به نسبت قیمت کیفیت خوبی داشت و زمان تحویلشونم خیلی خوب بود,1
row_91,این شارژ رو دارم ولی بعضی از دوستان میگفتن صدای نویز وحشت ناکی داره ولی این که به دست من رسید اصلا صدا نداره و وقتی کنار گوشت بزاری به سختی صداشو میشنوی در مورد شارژ کردن اگه گوشیتون قابلیت فست شارژ نداشته باشه تقریبا مثل شارز معمولیه ولی بازم ارزش خرید رو داره چون یه شارژ حرفه ایی و عمریه کابلش محکم و با استحکام,1
row_92,سلام من این گوشیو نزدیک به یک ماهه که دارم و واقعا راضی هستم از خریدم البته از دیجی کالا نخریدم. این گوشی واقعا عملکرد خوبی داره و کیفیت دوربینش هم خیلی خوبه و به نظر با توجه به نظرات دوستان در مورد دوربین این گوشی. زد آب بودنش که فوق العادس و به خوبی های این گوشی اضافه شده. صفحه نمایشش در مقابل با ضربه قویه من تا حالا چندین بار این گوشیو انداختم زمین ولی الان حتی یک خش هم نداره. ظاهر پشت گوشی زیاد جذاب نیست و لنز دوربین پشتش خیلی کوچیک طراحی شده و این میتونه باعث بشه که بعضی از خریدارها از خرید این گوشی منصرف بشن. اما ظاهر جلوی گوشی خوب طراحی شده البته باید بگم که فقط رنگ مشکیش خوبه رنگ صلایی و سایر رنگ ها یکم جلوه ی گوشیو زشت میکنه البته انتخاب رنگ بندی سلیقه ایه و من قصد ندارم به سلیقه ی شما توهین کنم. باطری هم خیلی عالیه و پشتیبانی از فست شارژر باطری این گوشیو بهتر هم کرده. سایز صفحه نمایش هم برای کسانی که گوشی بزرگ دوست دارن فوق العادس خودمم به خاطر سایز صفحه نمایشش دوسش دارم. در کل این گوشی خیلی عالیه و تمام نیاز های روزانه ی شمارو برطرف میکنه. مرسی که خوندید. ,1
row_93,به این میگن کیف مخصوص نذری، ما با یه نایلون کوچولو ۳ برابر ظرفیت این نذری حمل می‌کنیم #نه_به_اشرافیت,0
row_94,"امیدوارم نتیجه این عمل بدخواهانه چین به خودکشی کمونیسم بینجامد...
#kingdomwithpahlavi
#EuPULLtheTrigger www.link.com",0
row_95,یک شاهکار هنری دیگه در طراحی جلد کتاب.,0
row_96,قلب خانه زن ها اگر شاد باشند قلب خانه می تپد زن ها اگر موهایشان را شکل دهند ، اگر صورتشان را آرایش کنند ، اگر لباسهای شاد بپوشند زندگی در خانه جریان پیدا می کند زن ها اگر کودک درونشان هنوز شیطنت کند ، اگر شوخی کنند ، بخندند ، همه اهل خانه را به زندگی نوید می دهند,1
row_97,جنس عالی کیفیت بالا مقاوم ,1
row_98,از این برند انتظار بهتری داشتم. اثرات آن دوام زیاد ندارد. صرفا خرید در شگفت انگیز ارزش دارد.,0
row_99,داستان بسیار جالب و مفهومی بود اما خلاصه ای که برنامه طاقچه گذاشته یه اشکال کوچولویی داشت که ان شاءالله رفع میشه,1
row_100,گوشی خوبیه. کیفیت صفجه نمایش خوبه و اونظوری که دیجیکالا گفته بد نیست. باطری هم با کارکرد عادی 2 روز جواب میده   ولی معایبی هم داره.   - اندرویدش قدیمه و امکانات و دسترسی های کمی داره.  - کیفیت دوربینش اصلا خوب نیست ولی میشه تحمل کرد. دوربینش جلوش ولی افتضاحه.  - حافظه داخلیش خیلی کمه.,0
row_101,"عرض نکردم حواستون به اونا که دنبال منصرف کردن خانواده ستار بهشتی از شکایت بودن باشه!
حالا سرکار خانم داره شک میندازه تو تفسیر حرف میرحسین :))
#Money_Talks",0
row_102,سلام به همه دوستان من خودم پارسال تابستان ps4 خریده بودم و چون این پایه رو نداشتم مجبور بودم کنسول رو فقط به حالت افقی قرار بدم و دیگه از افقی بودن کنسول خسته شده بودم اگه هم کنسول رو بدون پایه به صورت عمودی بذارین احتمال افتادن و داغون شدن دستگاه وجود داره پس این پایه رو خریداری کردم و الان بدون هیچ نگرانی از افتادن دستگاه میتونم اون رو عمودی قرار بدم تازه اینجوری جای کمتری رو هم اشغال میکنه  ,0
row_103,کتاب تا صفحات ٣٥٠ خوب بود، بقیه کتاب مزخرف بود,0
row_104,امروز حجم صداشو با گوشی آیفون هم امتحان کردم و وقتی صداشو تا اخر بردم صداش اونقدر زیاد شد که گوشم درد گرفت و نتونستم اصلا تحملش کنم گوشی خودم نوت 5 هستش و با اون تا اخرین حد صداش به 70 درصد ایفون میرسه حدودا پس میزان صدا به پخش کننده بستگی داره نه هدفون البته هدفون هم سقفی داره اما سقفش اونقدر است که نتونید برای یک لحظه هم تحمل کنید   کیفیت تفکیک صداشم واقعا شگفت زدتون میکنه با یک اهنگ با کیفیت فلک امتحان کردم صداهایی ازش مینوید که هرگز با هدفون معمولی شنیده نمیشه و من اول فکر کردم صدا داره از بیرون میاد صداشو تا اخرم که زیاد کنید هیچ نویزی نداره واقعا پیشنهاد میکنم ,1
row_105,بسیار عااااااالیییی جلد۲و۴ را هم بگذارید.,1
row_106,از مارک تفال انتظار بیشتری داشتیم کیفیت خیلی پایینی داشت به نحوی که تفلونش کامل از بین رفته و غذا میچسبه بهش اصلا راضی نیستیم ,0
row_107,من چون با مدل هایی که کاملا داخل کانال گوش میرن   Earphone  راحت نیستم بعد از تحقیق و بررسی این مدل رو که از نوع تخت  Earbud  هست  انتخاب کردم   از یه هدفون با این قیمت اصلا انتظار این کیفیت فوق العاده بالا  رو نداشتم  از هدفون های اورجینال AKG همراه با سامسونگ گلکسی S8 که برای خریدنش 2 5 میلیون هزینه شده و خیلی هدفون های دیگه واقعا  قوی تر و بهتره   با این قیمت عالیه و ارزش خرید داره   کیفیت و شفافیت صدا عالیه  بیس و ترمبل استاندارده  و  اغراق شده نیست   برای دیدن فیلم با ترک صدای با کیفیت و بیت ریت بالا مثل  DTS   DOLBY  عالیه و توی شدید ترین صدا ها مثل تیراندازی و انفجار نهایت کیفیت و شفافیت حفظ میشه و هیچ نویزی نیست  برای پخش فایل های صوتی با وضوح بالا مثل FLAC  هم عالیه و میتونید از نهایت شفافیت لذت ببرید  شفافیت و کیفیت تقریبا تا آخرین حد ولوم حفظ میشه و نویز ی وجود نداره  از پلیر Foobar2000  و فایل های FLAC  استفاده کنید تا اوج قدرت و کیفیت این هدفون رو تجربه کنید   خیلی راحت توی گوش قرار میگیره  و امکان افتادن ناخواسته خیلی کمه  سایزش مناسبه  وزن سبکش باعث میشه حتی بعد از ساعت ها فیلم دیدن یا موزیک کوش دادن هیچ گونه خستگی و ناراحتی ایجاد نشه  عملا هیچ وزنی رو حس نمیکنید  زیبایی ظاهری و کیفیت ساخت هم بالاست  کیفی که تو جعبه وجود داره هم زیبا و با کیفیته و میشه برای محافظت و حمل و نقل ازش استفاده کرد  تنها چیزی که میتونست بهتر باشه قطر و ضخامت سیم هست  سیم خیلی ظریفه ولی در عین حال با کیفیته  باید موقع استفاده ازش دقت کرد وگرنه امکان خرابی و آسیب دیدن سیم و در نهایت قطعی هست   ایرپد ابری هم فقط یک جفت تو جعبه موجوده و یدک نداره   با این قیمت و کیفیت میتونه  بهترین انتخاب خصوصا برای افرادی که دنبال هدفون های تخت  هستن باشه   برند سنهایزر خیلی خوبه  در خرید این هدفون شک نکنید   ,1
row_108,1 سالی میشه این رو خریدیم . خیلی خوبه . سیستم تصویر آینه ای هم خیلی خوب کار میکنه,1
row_109,راه گم بشه و دو فصل دیرتر، چله‌ی تابستون، برسه به مقصد: حالا یا باید اون همه بارون رو توی دل خودش نگه داره یا چله‌ی تابستون، زیر نور تند خورشید، بباره. این بارون به زمین نرسیده بخار می‌شه.» آخرین کام سیگار را آنقدر محکم گرفتم که بوی فیلتر توی دهانم پیچید. #علی_سلطانی,0
row_110,به وصل یا فراق تو فرشته ی عذاب من جهنم است روز و شب حال دل خراب من #همسرلوط #دلی ,0
row_111,این پورت سرعت انتقال داده‌ها‌ی به مراتب بالاتری را نسبت به پورت‌ها‌ی USB 2.0 فراهم می‌آورد.,1
row_112,پس بهتره ايرادات اين مدل رو هم مرور کنيم:1-هيچ توجه کردين اين لپ تاپ CD و DVD درايو نداره !,0
row_113,عه پس من بهشون پیام بدم ,1
row_114,من این کتابو نسخه چاپی دارم والان صفحه 400 رسیدم بعضی جاها چنان حرفایی زده شده تو کتاب برمیگردم چندبار میخونم همش فک میکنم نویسنده ی این کتاب از کجا و چطور این کلماتو پیدا کرده کنار هم چیده ولی ای کاش داستان سریع تر پیش میرفت کشش بی اندازه شحصیتهای و حرف هایی که زده میشع حوصله ادمو سر میبره الان که نظراتو خوندم دیدم که چقد ازش تعریف کردن همش به خودم شک میکنم که شاید من عجیبم که این کتاب منو زیاد جذب نکرده .این همه دوس دارن فک میکنم اگه واقعا خیلی پول نمیدادم نمی خوندمش یا از همین جا ولش میکردم,0
row_115,بدنه Sony S مانند گُوه،  یک حالت شیب داری دارد به همین دلیل وقتی آنرا روی میز قرار میدهید،  به راحتی قابل استفاده است.,1
row_116,گوشي بسيار خوبيه  رزولوشن پايين صفحه محسوس نيست تاچ خوبي داره و سخت افزارش مناسبه,1
row_117,کتاب خوبی بود، داستانهای قشنگی داشت.,0
row_118,کتابی که پنجاه درصد تخفیف داره، زیر زمینی و بدون پرداخت حق مولف و مترجم و ناشر چاپ میشه,0
row_119,خودکار خوبی نیست اگه قصد خرید خودکار دارید  lexi V10  بخرید  خرید من بسته دوتایی بود که یکی از خودکار ها کم رنگ، پررنگ مینویسه  دیجی کالا فدای سرت,0
row_120,خوشبختی یعنی پسری ده ساله که برای چهار برادرش به پشتوانه خواهرش شاخ و شانه میکشد. بعد از پدر و مادر، خواهر مقدسترین نعمت پرودگار است.,1
row_121,من بازی فارکرای 4 رو  روی pc  بازی میکردم همون  اول هاش حذف کردم چون خیلی  گیر میکرد  کیفیتش بالا بود  ولی روی این   با کیفیت فوق العاده بالا و بدون هیچ گونه   گیر کردن وَ مشکلی   خیلی راحت وَ  شکیل اجار شد   وَ   تونستم  فارکرای 4  تا آخرین مرحله اش رو برم این که میگم  شامل  کل بازی ها برای PS4 slim هستش  دم شرکت SONY گرم که این ها رو برای تفریح ما میسازن  وَ ممنون از DIGI Kala که   نظران ما رو هم  میذارن  سپاس گذار ,1
row_122,بی‌ نظیر بود باورم‌ نمیشد‌ اینقدر خوشمزه و سالم باشه,1
row_123,خیلی خوشمزس فقط کمه یکم.,1
row_124,هزینه تعویض دو دفعه کارتریج این دستگاه از قیمت خود دستگاه گرون تر میشه     ,0
row_125,"مهم نیست نتیجه چی بشه. مهم اینه که راحت تسلیم نشیم تا بعد شرمنده خودمون نباشیم.
#به_داد_اساتید_دانشگاه_آزاد_برسید
#در_دانشگاه_آزاد_چه_خبر_است
#همسان_سازی_حقوق_دانشگاه_آزاد_با_وزارتین https://t.co/wiomBiAO4i",0
row_126,من گوشی رو تازه خریدم، به هیچ وجه پیکسل های گوشی دیده نمیشود و یه سری امکاناتی که این گوشی داره رو اس3 نداره,0
